"","siteID","year","season","total_count_per_100_trapnight","richness","domain_id","site_name","site_type","latitude","longitude","mean_elevation_m","minimum_elevation_m","maximum_elevation_m","mean_annual_temperature_C","mean_annual_precipitation_mm","dominant_wind_direction","mean_canopy_height_m","dominant_nlcd_classes","domint_plant_species","usgs_geology_unit","megapit_soil_family","soil_subgroup","avg_number_of_green_days","avg_green_max_doy"
"186","JORN","2018","fall",21,11,"D14","Jornada Experimental Range NEON","Relocatable Terrestrial",32.590694,-106.84254,1324,1316,1333,15.7,271,"SW","0.4","Shrub/Scrub","Prosopis glandulosa (honey mesquite)|Yucca elata (soaptree yucca)|Bouteloua eriopada (black gramma grass)","NMQTs;0","Coarse, loamy, mixed, superactive, thermicc. Typic Petrocalcids.","Typic Petrocalcids",260,"185"
"187","JORN","2018","spring",18.3333333333333,13,"D14","Jornada Experimental Range NEON","Relocatable Terrestrial",32.590694,-106.84254,1324,1316,1333,15.7,271,"SW","0.4","Shrub/Scrub","Prosopis glandulosa (honey mesquite)|Yucca elata (soaptree yucca)|Bouteloua eriopada (black gramma grass)","NMQTs;0","Coarse, loamy, mixed, superactive, thermicc. Typic Petrocalcids.","Typic Petrocalcids",260,"185"
"188","JORN","2018","summer",20.9092592592593,12,"D14","Jornada Experimental Range NEON","Relocatable Terrestrial",32.590694,-106.84254,1324,1316,1333,15.7,271,"SW","0.4","Shrub/Scrub","Prosopis glandulosa (honey mesquite)|Yucca elata (soaptree yucca)|Bouteloua eriopada (black gramma grass)","NMQTs;0","Coarse, loamy, mixed, superactive, thermicc. Typic Petrocalcids.","Typic Petrocalcids",260,"185"
"189","JORN","2019","fall",6.91666666666667,3,"D14","Jornada Experimental Range NEON","Relocatable Terrestrial",32.590694,-106.84254,1324,1316,1333,15.7,271,"SW","0.4","Shrub/Scrub","Prosopis glandulosa (honey mesquite)|Yucca elata (soaptree yucca)|Bouteloua eriopada (black gramma grass)","NMQTs;0","Coarse, loamy, mixed, superactive, thermicc. Typic Petrocalcids.","Typic Petrocalcids",260,"185"
"190","JORN","2019","spring",10.2962962962963,5,"D14","Jornada Experimental Range NEON","Relocatable Terrestrial",32.590694,-106.84254,1324,1316,1333,15.7,271,"SW","0.4","Shrub/Scrub","Prosopis glandulosa (honey mesquite)|Yucca elata (soaptree yucca)|Bouteloua eriopada (black gramma grass)","NMQTs;0","Coarse, loamy, mixed, superactive, thermicc. Typic Petrocalcids.","Typic Petrocalcids",260,"185"
"191","JORN","2019","winter",6.33333333333333,3,"D14","Jornada Experimental Range NEON","Relocatable Terrestrial",32.590694,-106.84254,1324,1316,1333,15.7,271,"SW","0.4","Shrub/Scrub","Prosopis glandulosa (honey mesquite)|Yucca elata (soaptree yucca)|Bouteloua eriopada (black gramma grass)","NMQTs;0","Coarse, loamy, mixed, superactive, thermicc. Typic Petrocalcids.","Typic Petrocalcids",260,"185"
"192","KONA","2017","fall",40,8,"D06","Konza Prairie Agroecosystem NEON","Relocatable Terrestrial",39.110446,-96.612935,323,312,359,12.7,850,"SSW","","Cultivated Crops","Agriculture field, crops vary year to year","KSQal3;0","Fine, smectitic, mesic.  Pachic Vertic Argiudolls.","Pachic Vertic Argiudolls",210,"160"
"193","KONA","2017","summer",18.8805555555556,7,"D06","Konza Prairie Agroecosystem NEON","Relocatable Terrestrial",39.110446,-96.612935,323,312,359,12.7,850,"SSW","","Cultivated Crops","Agriculture field, crops vary year to year","KSQal3;0","Fine, smectitic, mesic.  Pachic Vertic Argiudolls.","Pachic Vertic Argiudolls",210,"160"
"194","KONA","2018","fall",2.91666666666667,2,"D06","Konza Prairie Agroecosystem NEON","Relocatable Terrestrial",39.110446,-96.612935,323,312,359,12.7,850,"SSW","","Cultivated Crops","Agriculture field, crops vary year to year","KSQal3;0","Fine, smectitic, mesic.  Pachic Vertic Argiudolls.","Pachic Vertic Argiudolls",210,"160"
"195","KONA","2018","spring",11.4812953657175,6,"D06","Konza Prairie Agroecosystem NEON","Relocatable Terrestrial",39.110446,-96.612935,323,312,359,12.7,850,"SSW","","Cultivated Crops","Agriculture field, crops vary year to year","KSQal3;0","Fine, smectitic, mesic.  Pachic Vertic Argiudolls.","Pachic Vertic Argiudolls",210,"160"
"196","KONA","2018","summer",9.38888888888889,5,"D06","Konza Prairie Agroecosystem NEON","Relocatable Terrestrial",39.110446,-96.612935,323,312,359,12.7,850,"SSW","","Cultivated Crops","Agriculture field, crops vary year to year","KSQal3;0","Fine, smectitic, mesic.  Pachic Vertic Argiudolls.","Pachic Vertic Argiudolls",210,"160"
"197","KONA","2019","fall",2.75,1,"D06","Konza Prairie Agroecosystem NEON","Relocatable Terrestrial",39.110446,-96.612935,323,312,359,12.7,850,"SSW","","Cultivated Crops","Agriculture field, crops vary year to year","KSQal3;0","Fine, smectitic, mesic.  Pachic Vertic Argiudolls.","Pachic Vertic Argiudolls",210,"160"
"198","KONA","2019","spring",3.66666666666667,2,"D06","Konza Prairie Agroecosystem NEON","Relocatable Terrestrial",39.110446,-96.612935,323,312,359,12.7,850,"SSW","","Cultivated Crops","Agriculture field, crops vary year to year","KSQal3;0","Fine, smectitic, mesic.  Pachic Vertic Argiudolls.","Pachic Vertic Argiudolls",210,"160"
"199","KONA","2019","summer",5.125,3,"D06","Konza Prairie Agroecosystem NEON","Relocatable Terrestrial",39.110446,-96.612935,323,312,359,12.7,850,"SSW","","Cultivated Crops","Agriculture field, crops vary year to year","KSQal3;0","Fine, smectitic, mesic.  Pachic Vertic Argiudolls.","Pachic Vertic Argiudolls",210,"160"
"200","KONZ","2015","summer",27.0361971361971,11,"D06","Konza Prairie Biological Station NEON","Core Terrestrial",39.100774,-96.563075,414,333,443,12.4,870,"SSW","1.5","Deciduous Forest|Grassland/Herbaceous","Cornus drummondii (Roughleaf Dogwood)|Schizachyrium scoparium (Little Bluestem)|Andropogon gerardii (Big Bluestem)","KSPc;0","Fine, smectitic, mesic. Pachic Udertic Argiustolls.","Pachic Udertic Argiustolls",210,"160"
"201","KONZ","2016","fall",27.1732026143791,7,"D06","Konza Prairie Biological Station NEON","Core Terrestrial",39.100774,-96.563075,414,333,443,12.4,870,"SSW","1.5","Deciduous Forest|Grassland/Herbaceous","Cornus drummondii (Roughleaf Dogwood)|Schizachyrium scoparium (Little Bluestem)|Andropogon gerardii (Big Bluestem)","KSPc;0","Fine, smectitic, mesic. Pachic Udertic Argiustolls.","Pachic Udertic Argiustolls",210,"160"
"202","KONZ","2016","spring",26.5353535353535,9,"D06","Konza Prairie Biological Station NEON","Core Terrestrial",39.100774,-96.563075,414,333,443,12.4,870,"SSW","1.5","Deciduous Forest|Grassland/Herbaceous","Cornus drummondii (Roughleaf Dogwood)|Schizachyrium scoparium (Little Bluestem)|Andropogon gerardii (Big Bluestem)","KSPc;0","Fine, smectitic, mesic. Pachic Udertic Argiustolls.","Pachic Udertic Argiustolls",210,"160"
"203","KONZ","2016","summer",29.3135327635328,11,"D06","Konza Prairie Biological Station NEON","Core Terrestrial",39.100774,-96.563075,414,333,443,12.4,870,"SSW","1.5","Deciduous Forest|Grassland/Herbaceous","Cornus drummondii (Roughleaf Dogwood)|Schizachyrium scoparium (Little Bluestem)|Andropogon gerardii (Big Bluestem)","KSPc;0","Fine, smectitic, mesic. Pachic Udertic Argiustolls.","Pachic Udertic Argiustolls",210,"160"
"204","KONZ","2017","spring",18.1276363383417,9,"D06","Konza Prairie Biological Station NEON","Core Terrestrial",39.100774,-96.563075,414,333,443,12.4,870,"SSW","1.5","Deciduous Forest|Grassland/Herbaceous","Cornus drummondii (Roughleaf Dogwood)|Schizachyrium scoparium (Little Bluestem)|Andropogon gerardii (Big Bluestem)","KSPc;0","Fine, smectitic, mesic. Pachic Udertic Argiustolls.","Pachic Udertic Argiustolls",210,"160"
"205","KONZ","2017","summer",29.3424603174603,10,"D06","Konza Prairie Biological Station NEON","Core Terrestrial",39.100774,-96.563075,414,333,443,12.4,870,"SSW","1.5","Deciduous Forest|Grassland/Herbaceous","Cornus drummondii (Roughleaf Dogwood)|Schizachyrium scoparium (Little Bluestem)|Andropogon gerardii (Big Bluestem)","KSPc;0","Fine, smectitic, mesic. Pachic Udertic Argiustolls.","Pachic Udertic Argiustolls",210,"160"
"206","KONZ","2018","fall",9.61111111111111,6,"D06","Konza Prairie Biological Station NEON","Core Terrestrial",39.100774,-96.563075,414,333,443,12.4,870,"SSW","1.5","Deciduous Forest|Grassland/Herbaceous","Cornus drummondii (Roughleaf Dogwood)|Schizachyrium scoparium (Little Bluestem)|Andropogon gerardii (Big Bluestem)","KSPc;0","Fine, smectitic, mesic. Pachic Udertic Argiustolls.","Pachic Udertic Argiustolls",210,"160"
"207","KONZ","2018","spring",10,6,"D06","Konza Prairie Biological Station NEON","Core Terrestrial",39.100774,-96.563075,414,333,443,12.4,870,"SSW","1.5","Deciduous Forest|Grassland/Herbaceous","Cornus drummondii (Roughleaf Dogwood)|Schizachyrium scoparium (Little Bluestem)|Andropogon gerardii (Big Bluestem)","KSPc;0","Fine, smectitic, mesic. Pachic Udertic Argiustolls.","Pachic Udertic Argiustolls",210,"160"
"208","KONZ","2018","summer",9.33318336253119,9,"D06","Konza Prairie Biological Station NEON","Core Terrestrial",39.100774,-96.563075,414,333,443,12.4,870,"SSW","1.5","Deciduous Forest|Grassland/Herbaceous","Cornus drummondii (Roughleaf Dogwood)|Schizachyrium scoparium (Little Bluestem)|Andropogon gerardii (Big Bluestem)","KSPc;0","Fine, smectitic, mesic. Pachic Udertic Argiustolls.","Pachic Udertic Argiustolls",210,"160"
"209","KONZ","2019","spring",11.9337121212121,9,"D06","Konza Prairie Biological Station NEON","Core Terrestrial",39.100774,-96.563075,414,333,443,12.4,870,"SSW","1.5","Deciduous Forest|Grassland/Herbaceous","Cornus drummondii (Roughleaf Dogwood)|Schizachyrium scoparium (Little Bluestem)|Andropogon gerardii (Big Bluestem)","KSPc;0","Fine, smectitic, mesic. Pachic Udertic Argiustolls.","Pachic Udertic Argiustolls",210,"160"
"210","KONZ","2019","summer",11.1463383838384,9,"D06","Konza Prairie Biological Station NEON","Core Terrestrial",39.100774,-96.563075,414,333,443,12.4,870,"SSW","1.5","Deciduous Forest|Grassland/Herbaceous","Cornus drummondii (Roughleaf Dogwood)|Schizachyrium scoparium (Little Bluestem)|Andropogon gerardii (Big Bluestem)","KSPc;0","Fine, smectitic, mesic. Pachic Udertic Argiustolls.","Pachic Udertic Argiustolls",210,"160"
"211","LAJA","2016","spring",10.7333333333333,2,"D04","Lajas Experimental Station NEON","Relocatable Terrestrial",18.021261,-67.076889,16,13,41,25,830,"SSE","0.4","Cultivated Crops|Grassland/Herbaceous|Pasture/Hay","Pithecellobium dulce (pinzán)|Cynodon nlemfuensis (African bermudagrass)|Urochloa maxima (guineagrass)","Qa","Fine, mixed, superactive, isohyperthermic.  Sodic Haplusterts.","Sodic Haplusterts",365,""
"212","LAJA","2016","summer",15.8055555555556,2,"D04","Lajas Experimental Station NEON","Relocatable Terrestrial",18.021261,-67.076889,16,13,41,25,830,"SSE","0.4","Cultivated Crops|Grassland/Herbaceous|Pasture/Hay","Pithecellobium dulce (pinzán)|Cynodon nlemfuensis (African bermudagrass)|Urochloa maxima (guineagrass)","Qa","Fine, mixed, superactive, isohyperthermic.  Sodic Haplusterts.","Sodic Haplusterts",365,""
"213","LENO","2016","summer",3.38541666666667,4,"D08","Lenoir Landing NEON","Relocatable Terrestrial",31.853861,-88.161181,13,NA,NA,18.1,1386,"N","35","Deciduous Forest|Woody Wetlands","Liquidambar styraciflua (sweetgum)|Carpinus carolinia (American hornbeam)|Ilex decidua (possumhaw)","ALHalt;0","Fine, mixed, active, acid, thermic.  Vertic Epiaquepts.","Vertic Epiaquepts",265,"145"
"214","LENO","2017","fall",1,1,"D08","Lenoir Landing NEON","Relocatable Terrestrial",31.853861,-88.161181,13,NA,NA,18.1,1386,"N","35","Deciduous Forest|Woody Wetlands","Liquidambar styraciflua (sweetgum)|Carpinus carolinia (American hornbeam)|Ilex decidua (possumhaw)","ALHalt;0","Fine, mixed, active, acid, thermic.  Vertic Epiaquepts.","Vertic Epiaquepts",265,"145"
"215","LENO","2017","summer",2.54166666666667,3,"D08","Lenoir Landing NEON","Relocatable Terrestrial",31.853861,-88.161181,13,NA,NA,18.1,1386,"N","35","Deciduous Forest|Woody Wetlands","Liquidambar styraciflua (sweetgum)|Carpinus carolinia (American hornbeam)|Ilex decidua (possumhaw)","ALHalt;0","Fine, mixed, active, acid, thermic.  Vertic Epiaquepts.","Vertic Epiaquepts",265,"145"
"216","LENO","2018","fall",3.25,3,"D08","Lenoir Landing NEON","Relocatable Terrestrial",31.853861,-88.161181,13,NA,NA,18.1,1386,"N","35","Deciduous Forest|Woody Wetlands","Liquidambar styraciflua (sweetgum)|Carpinus carolinia (American hornbeam)|Ilex decidua (possumhaw)","ALHalt;0","Fine, mixed, active, acid, thermic.  Vertic Epiaquepts.","Vertic Epiaquepts",265,"145"
"217","LENO","2018","spring",2.97222222222222,3,"D08","Lenoir Landing NEON","Relocatable Terrestrial",31.853861,-88.161181,13,NA,NA,18.1,1386,"N","35","Deciduous Forest|Woody Wetlands","Liquidambar styraciflua (sweetgum)|Carpinus carolinia (American hornbeam)|Ilex decidua (possumhaw)","ALHalt;0","Fine, mixed, active, acid, thermic.  Vertic Epiaquepts.","Vertic Epiaquepts",265,"145"
"218","LENO","2018","summer",2,1,"D08","Lenoir Landing NEON","Relocatable Terrestrial",31.853861,-88.161181,13,NA,NA,18.1,1386,"N","35","Deciduous Forest|Woody Wetlands","Liquidambar styraciflua (sweetgum)|Carpinus carolinia (American hornbeam)|Ilex decidua (possumhaw)","ALHalt;0","Fine, mixed, active, acid, thermic.  Vertic Epiaquepts.","Vertic Epiaquepts",265,"145"
"219","LENO","2019","fall",2,2,"D08","Lenoir Landing NEON","Relocatable Terrestrial",31.853861,-88.161181,13,NA,NA,18.1,1386,"N","35","Deciduous Forest|Woody Wetlands","Liquidambar styraciflua (sweetgum)|Carpinus carolinia (American hornbeam)|Ilex decidua (possumhaw)","ALHalt;0","Fine, mixed, active, acid, thermic.  Vertic Epiaquepts.","Vertic Epiaquepts",265,"145"
"220","LENO","2019","spring",1,1,"D08","Lenoir Landing NEON","Relocatable Terrestrial",31.853861,-88.161181,13,NA,NA,18.1,1386,"N","35","Deciduous Forest|Woody Wetlands","Liquidambar styraciflua (sweetgum)|Carpinus carolinia (American hornbeam)|Ilex decidua (possumhaw)","ALHalt;0","Fine, mixed, active, acid, thermic.  Vertic Epiaquepts.","Vertic Epiaquepts",265,"145"
"221","LENO","2019","summer",2,2,"D08","Lenoir Landing NEON","Relocatable Terrestrial",31.853861,-88.161181,13,NA,NA,18.1,1386,"N","35","Deciduous Forest|Woody Wetlands","Liquidambar styraciflua (sweetgum)|Carpinus carolinia (American hornbeam)|Ilex decidua (possumhaw)","ALHalt;0","Fine, mixed, active, acid, thermic.  Vertic Epiaquepts.","Vertic Epiaquepts",265,"145"
"222","MLBS","2017","fall",12.6111111111111,6,"D07","Mountain Lake Biological Station NEON","Relocatable Terrestrial",37.378314,-80.524847,1170,752,1320,8.8,1227,"WNW","18","Deciduous Forest","Acer rubrum (red maple)|Quercus alba (northern red oak)|Quercus rubra (white oak)","VADSz;0","The dominant wind direction is west-northwest.","Fluvaquents",200,"160"
"223","MLBS","2018","spring",20.6501300631735,9,"D07","Mountain Lake Biological Station NEON","Relocatable Terrestrial",37.378314,-80.524847,1170,752,1320,8.8,1227,"WNW","18","Deciduous Forest","Acer rubrum (red maple)|Quercus alba (northern red oak)|Quercus rubra (white oak)","VADSz;0","The dominant wind direction is west-northwest.","Fluvaquents",200,"160"
"224","MLBS","2018","summer",16.7777777777778,8,"D07","Mountain Lake Biological Station NEON","Relocatable Terrestrial",37.378314,-80.524847,1170,752,1320,8.8,1227,"WNW","18","Deciduous Forest","Acer rubrum (red maple)|Quercus alba (northern red oak)|Quercus rubra (white oak)","VADSz;0","The dominant wind direction is west-northwest.","Fluvaquents",200,"160"
"225","MLBS","2019","spring",10.3666666666667,9,"D07","Mountain Lake Biological Station NEON","Relocatable Terrestrial",37.378314,-80.524847,1170,752,1320,8.8,1227,"WNW","18","Deciduous Forest","Acer rubrum (red maple)|Quercus alba (northern red oak)|Quercus rubra (white oak)","VADSz;0","The dominant wind direction is west-northwest.","Fluvaquents",200,"160"
"226","MLBS","2019","summer",20.6912698412698,13,"D07","Mountain Lake Biological Station NEON","Relocatable Terrestrial",37.378314,-80.524847,1170,752,1320,8.8,1227,"WNW","18","Deciduous Forest","Acer rubrum (red maple)|Quercus alba (northern red oak)|Quercus rubra (white oak)","VADSz;0","The dominant wind direction is west-northwest.","Fluvaquents",200,"160"
"227","MOAB","2015","fall",10.5833333333333,4,"D13","Moab NEON","Relocatable Terrestrial",38.248283,-109.38827,1799,1722,2039,10.1,319,"SSW","0.2","Evergreen Forest|Shrub/Scrub","Atriplex canescens (fourwing saltbush)|Ephedra viridis (Mormon tea)|Bouteloua gracilis (blue grama)  .","UTQe;0","Coarse, loamy, mixed, superactive, mesic. Ustic Haplocalcids.","Ustic Haplocalcids",215,"165"
"228","MOAB","2015","spring",10.9206349206349,10,"D13","Moab NEON","Relocatable Terrestrial",38.248283,-109.38827,1799,1722,2039,10.1,319,"SSW","0.2","Evergreen Forest|Shrub/Scrub","Atriplex canescens (fourwing saltbush)|Ephedra viridis (Mormon tea)|Bouteloua gracilis (blue grama)  .","UTQe;0","Coarse, loamy, mixed, superactive, mesic. Ustic Haplocalcids.","Ustic Haplocalcids",215,"165"
"229","MOAB","2015","summer",11.1111111111111,8,"D13","Moab NEON","Relocatable Terrestrial",38.248283,-109.38827,1799,1722,2039,10.1,319,"SSW","0.2","Evergreen Forest|Shrub/Scrub","Atriplex canescens (fourwing saltbush)|Ephedra viridis (Mormon tea)|Bouteloua gracilis (blue grama)  .","UTQe;0","Coarse, loamy, mixed, superactive, mesic. Ustic Haplocalcids.","Ustic Haplocalcids",215,"165"
"230","MOAB","2016","fall",29.3898177222135,8,"D13","Moab NEON","Relocatable Terrestrial",38.248283,-109.38827,1799,1722,2039,10.1,319,"SSW","0.2","Evergreen Forest|Shrub/Scrub","Atriplex canescens (fourwing saltbush)|Ephedra viridis (Mormon tea)|Bouteloua gracilis (blue grama)  .","UTQe;0","Coarse, loamy, mixed, superactive, mesic. Ustic Haplocalcids.","Ustic Haplocalcids",215,"165"
"231","MOAB","2016","spring",18.8431770641073,7,"D13","Moab NEON","Relocatable Terrestrial",38.248283,-109.38827,1799,1722,2039,10.1,319,"SSW","0.2","Evergreen Forest|Shrub/Scrub","Atriplex canescens (fourwing saltbush)|Ephedra viridis (Mormon tea)|Bouteloua gracilis (blue grama)  .","UTQe;0","Coarse, loamy, mixed, superactive, mesic. Ustic Haplocalcids.","Ustic Haplocalcids",215,"165"
"232","MOAB","2016","summer",26.1083333333333,8,"D13","Moab NEON","Relocatable Terrestrial",38.248283,-109.38827,1799,1722,2039,10.1,319,"SSW","0.2","Evergreen Forest|Shrub/Scrub","Atriplex canescens (fourwing saltbush)|Ephedra viridis (Mormon tea)|Bouteloua gracilis (blue grama)  .","UTQe;0","Coarse, loamy, mixed, superactive, mesic. Ustic Haplocalcids.","Ustic Haplocalcids",215,"165"
"233","MOAB","2017","spring",16.8174603174603,12,"D13","Moab NEON","Relocatable Terrestrial",38.248283,-109.38827,1799,1722,2039,10.1,319,"SSW","0.2","Evergreen Forest|Shrub/Scrub","Atriplex canescens (fourwing saltbush)|Ephedra viridis (Mormon tea)|Bouteloua gracilis (blue grama)  .","UTQe;0","Coarse, loamy, mixed, superactive, mesic. Ustic Haplocalcids.","Ustic Haplocalcids",215,"165"
"234","MOAB","2017","summer",10.0888888888889,5,"D13","Moab NEON","Relocatable Terrestrial",38.248283,-109.38827,1799,1722,2039,10.1,319,"SSW","0.2","Evergreen Forest|Shrub/Scrub","Atriplex canescens (fourwing saltbush)|Ephedra viridis (Mormon tea)|Bouteloua gracilis (blue grama)  .","UTQe;0","Coarse, loamy, mixed, superactive, mesic. Ustic Haplocalcids.","Ustic Haplocalcids",215,"165"
"235","MOAB","2018","spring",6.87037037037037,5,"D13","Moab NEON","Relocatable Terrestrial",38.248283,-109.38827,1799,1722,2039,10.1,319,"SSW","0.2","Evergreen Forest|Shrub/Scrub","Atriplex canescens (fourwing saltbush)|Ephedra viridis (Mormon tea)|Bouteloua gracilis (blue grama)  .","UTQe;0","Coarse, loamy, mixed, superactive, mesic. Ustic Haplocalcids.","Ustic Haplocalcids",215,"165"
"236","MOAB","2018","summer",7.33333333333333,5,"D13","Moab NEON","Relocatable Terrestrial",38.248283,-109.38827,1799,1722,2039,10.1,319,"SSW","0.2","Evergreen Forest|Shrub/Scrub","Atriplex canescens (fourwing saltbush)|Ephedra viridis (Mormon tea)|Bouteloua gracilis (blue grama)  .","UTQe;0","Coarse, loamy, mixed, superactive, mesic. Ustic Haplocalcids.","Ustic Haplocalcids",215,"165"
